date,filename,title,id,messages
2025-08-11,2025-08-11_1121_Saudacao_inicial.md,Saudação inicial,6899fc56-0f8c-8329-9ca9-4ecc42d47990,75
2025-08-01,2025-08-01_0002_Analise_de_producoes_academicas.md,Análise de produções acadêmicas,688c2e4a-cf48-8328-8e25-5e702562c467,99
2025-08-08,2025-08-08_1443_Saudacao_e_interacao.md,Saudação e interação,6896373c-7d44-8325-b767-101e1cb02b58,13
2025-08-07,2025-08-07_1158_Revisao_de_resumo_profissional.md,Revisão de resumo profissional,6894bf08-52e0-832a-bb15-130d7fa0421b,25
2025-07-31,2025-07-31_2349_Saudacao_e_conversa_inicial.md,Saudação e conversa inicial,688c2b28-f7a4-8326-9d95-a0d3017df088,27
2025-07-23,2025-07-23_1005_Saudacao_e_conversa_inicial.md,Saudação e conversa inicial,6880de15-0738-8321-857a-736fd6f3f230,265
2025-07-22,2025-07-22_1957_Saudacao_de_boas-vindas.md,Saudação de boas-vindas,68801733-4100-8326-9a3b-ea146fb8b650,46
2025-07-22,2025-07-22_1158_Saudacao_e_troca_de_palavras.md,Saudação e troca de palavras,687fa72f-ff58-8324-bbdd-8cb1bf17c305,30
2025-07-21,2025-07-21_1723_Recuperar_citacoes_de_projeto.md,Recuperar citações de projeto,687ea1cc-e9d4-8012-a588-f533bdb286db,64
2025-07-21,2025-07-21_0955_Agradecimento_resolvido.md,Agradecimento resolvido,687e38ba-89dc-8012-8ca3-9a9d767ec2fa,86
2025-07-21,2025-07-21_0950_Resolver_pendencia_de_pagamento.md,Resolver pendência de pagamento,687e378f-bdd8-8012-bbb2-b8f6ee75a09f,5
2025-07-09,2025-07-09_1242_Ajuda_inicial.md,Ajuda inicial,686e8ddd-8510-8012-9698-c303c8738f65,16
2025-07-02,2025-07-02_1715_Saudacao_e_bem-estar.md,Saudação e bem-estar,68659349-0130-8012-b4be-cb6b112d23d9,17
2025-07-02,2025-07-02_0947_Pronto_para_o_dia.md,Pronto para o dia,68652a72-c488-8012-b5d0-f590067adfa7,16
2025-07-01,2025-07-01_0816_Bom_dia_Chat.md,Bom dia Chat,6863c383-c4e8-8012-b356-6d73f4ea3de8,59
2025-06-25,2025-06-25_1311_Saudacoes_e_Bem-estar.md,Saudações e Bem-estar,685c1fa6-4600-8012-9568-72706c0df4f2,17
2025-06-04,2025-06-04_1135_Bom_dia_e_ajuda.md,Bom dia e ajuda,684059ab-7520-8012-b7ed-b622749fdb09,24
2025-06-02,2025-06-02_1536_Saudacoes_e_Boas-Vindas.md,Saudações e Boas-Vindas,683def37-98a4-8012-a09d-0258f0598de7,35
2025-05-29,2025-05-29_2210_Boa_noite_e_ajuda.md,Boa noite e ajuda,68390596-0084-8012-8ab4-766efdfbea4b,90
2025-05-26,2025-05-26_1757_Recuperacao_da_Proposta.md,Recuperação da Proposta,6834d5b1-f7a8-8012-b3e3-cf9253610f79,24
2025-05-26,2025-05-26_1558_Saudacoes_iniciais_e_boas-vindas.md,Saudações iniciais e boas-vindas,6834b9da-709c-8012-ac21-3f3b3dda3471,19
2025-05-23,2025-05-23_1423_Saudacoes_e_como_vai.md,Saudações e como vai,6830aefb-0e68-8012-b026-c97de41e4dbf,3
2025-05-20,2025-05-20_1150_Retrato_Academico_de_Danilo.md,Retrato Acadêmico de Danilo,682c96b9-a910-8012-8cca-ee2e1eb74c17,111
2025-05-20,2025-05-20_2010_Boa_noite_conversa.md,Boa noite conversa,682d0bd4-c13c-8012-a60a-401e4e2f7da7,55
2025-05-20,2025-05-20_0930_Bom_dia_conversa.md,Bom dia conversa,682c75ea-a28c-8012-a608-9e91cab67c01,7
2025-05-19,2025-05-19_1712_Boa_tarde_Chat.md,Boa tarde Chat,682b90a5-8c84-8012-85ae-8a20cd77df1c,7
2025-05-19,2025-05-19_0850_Bom_dia_e_ajuda.md,Bom dia e ajuda,682b1b18-8268-8012-818b-ddcbb1f18627,27
2025-05-16,2025-05-16_1633_Saudacao_e_auxilio.md,Saudação e auxílio,682792f4-a018-8012-b0c1-054663b2cded,18
2025-05-16,2025-05-16_1021_Bom_dia_conversa.md,Bom dia conversa,68273be0-c9fc-8012-99bf-f26ac5b77286,33
2025-05-15,2025-05-15_1212_Ola_bom_dia.md,Olá bom dia,68260478-ae5c-8012-bc3d-50495e06617c,5
2025-05-09,2025-05-09_1209_Boa_tarde_Danilo.md,Boa tarde Danilo,681e1ac1-9b74-8012-8ae1-bd18d16f1ee8,40
2025-05-06,2025-05-06_0938_Saudacoes_e_bem-estar.md,Saudações e bem-estar,681a02bf-5938-8012-9741-669d6c2b053b,24
2025-04-30,2025-04-30_1705_Saudacao_e_ajuda.md,Saudação e ajuda,68128292-fa34-8012-bfe8-770f23f2c601,23
2025-04-30,2025-04-30_1410_Saudacao_e_ajuda.md,Saudação e ajuda,68125970-58cc-8012-aad7-b2849dead898,13
2025-04-29,2025-04-29_1638_Saudacao_e_ajuda.md,Saudação e ajuda,68112ac4-9664-8012-9ff9-1b9abdf1143e,11
2025-04-15,2025-04-15_1056_Bom_dia_Chat.md,Bom dia Chat,67fe657a-15b4-8012-a142-491571460f85,5
2025-04-09,2025-04-09_2159_Boa_noite_tudo_bem.md,Boa noite tudo bem,67f717f7-0d48-8012-ba28-8408e9a9f2b2,17
2025-04-08,2025-04-08_1211_Ola_boa_tarde.md,Olá boa tarde,67f53cb8-9b7c-8012-8d9e-bd7e80727de3,21
2025-04-04,2025-04-04_1328_Capa_revista_Bichos_Fofos.md,Capa revista Bichos Fofos,67f008ac-1450-8012-b75b-4cfc4730d72f,19
2025-04-03,2025-04-03_0904_Bom_dia_e_conversa.md,Bom dia e conversa,67ee7961-1848-8012-8400-c04526fb1986,13
2025-03-26,2025-03-26_2032_Saudacao_e_boas-vindas.md,Saudação e boas-vindas,67e48ea4-25c0-8012-96af-4672f2caa80e,3
2025-03-15,2025-03-15_1640_Oi_tudo_bem.md,Oi tudo bem,67d5d7a4-9460-8012-96b0-e5fbf9c44284,26
2025-02-04,2025-02-04_2010_Boa_noite_como_vai.md,Boa noite como vai,67a29e4a-5848-8012-a177-7eb8062b58ad,23
2025-01-31,2025-01-31_1818_Oi_como_vai.md,Oi como vai,679d3e37-d93c-8012-98ac-67aa487add17,10
2025-01-29,2025-01-29_2311_Prova_Geologia_Evolucao_Ambiente.md,Prova Geologia Evolução Ambiente,679adfbd-76fc-8012-b270-892c02af7b34,90
2025-01-29,2025-01-29_2251_Ola_e_como_vai.md,Olá e como vai,679adb3a-4b6c-8012-b7a4-44e94494495f,21
2024-03-16,2024-03-16_1009_Exploracao_de_sitios_arqueologicos.md,Exploração de sítios arqueológicos,fb85b8d0-1c14-489c-8190-205933fd629c,57
2025-01-15,2025-01-15_1509_Lembranca_e_ajuda.md,Lembrança e ajuda,6787f9f3-92f0-8012-8e0b-930c77d8c13e,142
2024-09-13,2024-09-13_1315_Cumprimentos_e_perguntas_sobre_aula.md,Cumprimentos e perguntas sobre aula,66e4653f-338c-8012-a230-063370b4fc51,23
2024-11-21,2024-11-21_0431_Ola_bom_dia.md,Olá bom dia,673ee1dc-dcd0-8012-9edd-9490f3ef4597,26
2024-11-14,2024-11-14_0210_Boxplot_lado_a_lado.md,Boxplot lado a lado,67358659-672c-8012-b998-01ddac06182e,3
2024-11-13,2024-11-13_0741_Script_Python_para_R.md,Script Python para R,6734824b-32b8-8012-8457-255dabc508c1,8
2024-11-13,2024-11-13_0739_Calculo_teste_t.md,Cálculo teste t,673481ec-c2c0-8012-b19b-4e710e076950,7
2024-11-13,2024-11-13_0734_Bom_dia_Chat.md,Bom dia Chat,673480b9-9e6c-8012-a761-ac8fa603d6a4,9
2024-11-13,2024-11-13_0122_Oi_Como_Vai.md,Oi Como Vai,67342973-206c-8012-b3d1-639307c91b07,22
2024-11-12,2024-11-12_2351_Boa_noite_como_vai.md,Boa noite como vai,67341439-3258-8012-b6cf-9f626ab21006,24
2024-10-24,2024-10-24_0120_Ajuda_necessaria_do_Chat.md,Ajuda necessária do Chat,6719cb01-0428-8012-a719-d6cea22cb9d5,46
2024-10-17,2024-10-17_1354_Saudacao_entre_usuario_e_assistente.md,Saudação entre usuário e assistente,6711413b-1d3c-8012-b9b1-5b65b26f3313,15
2024-09-17,2024-09-17_2120_Boa_noite_e_projetos.md,Boa noite e projetos,66ea1cb7-bf74-8012-9bf7-80ca6a84f274,17
2024-09-14,2024-09-14_1125_Bom_dia_e_projeto.md,Bom dia e projeto,66e59cdd-b1c8-8012-9d54-0508d4b48a78,7
2024-09-11,2024-09-11_1941_Boa_noite_e_estado.md,Boa noite e estado,66e21c88-7368-8012-a841-1e3075f31a0c,28
2024-09-09,2024-09-09_1351_Saudacoes_e_Respostas.md,Saudações e Respostas,66df27a7-9000-8012-8a89-499832d06f8e,17
2024-09-02,2024-09-02_1703_Saudacao_e_Resposta.md,Saudação e Resposta,3229793b-3036-41b1-aba4-c183432d1232,9
2024-08-30,2024-08-30_1006_Saudacoes_e_ajuda.md,Saudações e ajuda,b78d6733-dad9-43d7-b851-442fbca9e1c6,18
2024-08-29,2024-08-29_1542_Resumo_da_Conversa.md,Resumo da Conversa,0ee3f6b9-e64e-4e9b-9e76-ed354aff53cc,3
2024-08-23,2024-08-23_1915_Proposta_de_Extensao_FURG.md,Proposta de Extensão FURG,2f65313b-154b-4ebd-bfcc-3f65c97bd2fd,31
2024-08-23,2024-08-23_1809_Reconhecimento_de_figuras.md,Reconhecimento de figuras,6214e5c6-34b1-4642-8d82-9c7d2a5cbc7b,27
2024-08-08,2024-08-08_1230_Saudacoes_e_ajuda.md,Saudações e ajuda,27695de7-855f-42ff-b868-0360cccab28a,13
2024-08-22,2024-08-22_1547_Saudacao_e_ajuda_basica.md,Saudação e ajuda básica,6260bdda-c932-477e-b972-9385c9eab240,5
2024-08-16,2024-08-16_1351_Titulo_Capitulo_Livro.md,Título Capítulo Livro,5e788829-182b-48d5-94ab-21bdf9673bb0,14
2024-08-14,2024-08-14_1000_Profissao_e_Localizacao_Desconhecidos.md,Profissão e Localização Desconhecidos,f0a0cb04-7c57-4fcb-8077-38d127150c31,43
2024-08-15,2024-08-15_1400_Saudacoes_e_bem-estar.md,Saudações e bem-estar,857881e5-b13a-4863-9f6a-1ea01226ef98,29
2024-08-13,2024-08-13_1207_Perguntas_Objetivas_Multipla_Escolha.md,Perguntas Objetivas Múltipla Escolha,81e6f835-dd38-416e-ba9b-ee0ecfa642df,17
2024-08-02,2024-08-02_1515_Questao_sobre_pleasadapiformes.md,Questão sobre pleasadapiformes,88abedb4-2504-4e2c-bd9d-b3d47d777a7e,5
2024-07-26,2024-07-26_0950_Lembranca_e_Ajuda.md,Lembrança e Ajuda,af12d5d9-24ca-429e-ab4d-7b5b35f26165,20
2024-07-15,2024-07-15_1602_Projeto_LEAB_Evolucao_Humana.md,Projeto LEAB: Evolução Humana,cc9fc601-4aab-4133-ac4b-e6d8c1802e69,43
2024-07-15,2024-07-15_1333_Integracao_de_Dados_Arqueologicos.md,Integração de Dados Arqueológicos,8d86a15a-7a79-46a6-977d-d4e93f72f2be,32
2024-05-08,2024-05-08_1231_Withdrawal_Request_Due_Publication_Fees.md,Withdrawal Request Due Publication Fees,7b5c4264-0499-4a98-9951-f3eedc9fee7a,5
2024-04-26,2024-04-26_1447_Bioarqueologia_Integracao_Social.md,Bioarqueologia: Integração Social.,aace17cf-91b8-4bb7-8a5e-524787b98d3f,6
2024-03-21,2024-03-21_0909_Sugestao_de_carta-convite.md,Sugestão de carta-convite,c1b2a2fe-5ad9-49df-8868-85f0fa9553d5,11
2023-02-20,2023-02-20_0746_Danilo_Vicensotto_Bernardo.md,Danilo Vicensotto Bernardo,6a1beeda-feb9-42ac-84df-c2178bb3b5bd,38
2024-02-05,2024-02-05_0758_Data_Lake_Overview.md,Data Lake Overview,e718a0e5-0d56-41de-92b0-c3bef169ad30,2
